覚醒ジュリア,火,3,ブレンネン・ファング,敵軍師団一列にダメージ(大),ダメージ,一列,大,敵軍師団速度値ダウン(２０％),速度値,ダウン,２０％,,,,,,,,,,,,,
覚醒ジュリア,,2,ギースバッハ,自軍師団攻撃値アップ(２５％),攻撃値,アップ,２５％,自軍師団速度値アップ(４０％),速度値,アップ,４０％,自軍師団に二段獣族特攻付与,獣,,2,,,,,,,,,
覚醒ジュリア,火,4,エンド・ステファー,敵軍単体にダメージ(超),ダメージ,単体,超,自軍師団に竜族特攻付与,竜,,1,自軍師団に竜族特攻付与,竜,,1,,,,,,,,,
覚醒ジュリア,火,4,インフェルノ・ワルツ,敵軍全体にダメージ(特),ダメージ,全体,特,自軍師団攻撃値アップ(４０％),攻撃値,アップ,４０％,自軍師団速度値アップ(５０％),速度値,アップ,５０％,,,,,,,,,
ファルバ,火,2,エクイティ・エッジ,敵軍師団一列にダメージ(小),ダメージ,一列,小,フォース減少(中),フォース,減少,中,,,,,,,,,,,,,
ファルバ,,2,ジェネラルコマンド,自軍師団攻撃値アップ(４５％),攻撃値,アップ,４５％,自軍師団知力値アップ(３０％),知力値,アップ,３０％,,,,,,,,,,,,,
ファルバ,火,3,レベリオー・イグニス,敵軍師団一列にダメージ(大),ダメージ,一列,大,自軍師団に神族特攻付与,神,,1,,,,,,,,,,,,,
ファルバ,,3,暴くロカセナ,自軍師団全能力値アップ(３０％),全能力値,アップ,３０％,敵軍師団全能力値ダウン(２５％),全能力値,ダウン,２５％,自軍師団に女性特攻付与,女,,1,,,,,,,,,
ファルバ,火,5,ベリタス・イグニス,敵軍全体にダメージ(大),ダメージ,全体,大,城壁破壊ダメージ(大),城壁ダメージ,,大,自軍師団に飛行特攻付与,飛,,1,,,,,,,,,
エデン,光,2,サクラメント,自軍師団回復(小),回復,師団,小,自軍師団防御値アップ(１５％),防御値,アップ,１５％,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,,,,,
エデン,光,2,グランデ・エスクード,バリア効果(中),バリア,,中,自軍師団防御値アップ(２５％),防御値,アップ,２５％,自軍師団知力値アップ(２５％),知力値,アップ,２５％,,,,,,,,,
エデン,光,2,ヒイデス・クルス,敵軍単体にダメージ(大),ダメージ,単体,大,敵軍単体に封印付与,封印付与,単体,,自軍師団に超越特攻付与,超,,1,,,,,,,,,
エデン,光,4,パライゾ,敵軍単体にダメージ(超),ダメージ,単体,超,敵軍全体の強化を解除,強化解除,全体,,戦闘終了まで強化不能,強化不能,,,フォース吸収(小),フォース,吸収,小,,,,,
エデン,光,5,神竜王の咆哮,敵軍全体にダメージ(特),ダメージ,全体,特,自軍師団に飛行特攻付与,飛,,1,フォース減少(小),フォース,減少,小,,,,,,,,,
ラヴィリオンⅡ,水,1,ラヴィ・シュラーク,敵軍単体にダメージ(小),ダメージ,単体,小,敵軍単体に麻痺付与,麻痺付与,単体,,,,,,,,,,,,,,
ラヴィリオンⅡ,無,3,ラヴィ・リヒト,敵軍師団一列にダメージ(中),ダメージ,一列,中,自軍師団攻撃値アップ(１５％),攻撃値,アップ,１５％,自軍師団に魔族特攻付与,魔,,1,,,,,,,,,
ラヴィリオンⅡ,無,3,ラヴィ・シュトゥルム,敵軍全体にダメージ(小),ダメージ,全体,小,自軍師団速度値アップ(２５％),速度値,アップ,２５％,自軍師団に飛行特攻付与,飛,,1,,,,,,,,,
ガルム,無,1,弾幕射撃,敵軍全体にダメージ(微),ダメージ,全体,微,バリア効果(微),バリア,,微,,,,,,,,,,,,,
ガルム,風,2,ヴェノム・ボルト,敵軍師団一列にダメージ(小),ダメージ,一列,小,敵軍師団一列に毒化付与(１５％),毒化付与,一列,１５％,,,,,,,,,,,,,
ガルム,風,3,威嚇射撃,敵軍単体にダメージ(小),ダメージ,単体,小,敵軍単体に麻痺付与,麻痺付与,単体,,,,,,,,,,,,,,
ガルム,風,3,ウルフズベイン,敵軍単体にダメージ(大),ダメージ,単体,大,敵軍単体に毒化付与(３０％),毒化付与,単体,３０％,敵軍単体に呪い付与,呪い付与,単体,,,,,,,,,,
ガルム,風,4,グランド・シュート,敵軍全体にダメージ(小),ダメージ,全体,小,敵軍全体に麻痺付与,麻痺付与,全体,,城壁破壊ダメージ(中),城壁ダメージ,,中,,,,,,,,,
エナ,風,2,リフレクターシュート,敵軍師団一列にダメージ(小),ダメージ,一列,小,敵軍師団速度値ダウン(２０％),速度値,ダウン,２０％,,,,,,,,,,,,,
エナ,,2,エンペラーフィールド,自軍師団速度値アップ(２５％),速度値,アップ,２５％,自軍師団に飛行特攻付与,飛,,1,,,,,,,,,,,,,
エナ,風,3,ミラージュサンダー,敵軍師団一列にダメージ(中),ダメージ,一列,中,自軍師団に竜族特攻付与,竜,,1,敵軍師団一列に毒化付与(２０％),毒化付与,一列,２０％,,,,,,,,,
魔獣戦姫ネア,闇,2,デーモン・スラップ,敵軍単体にダメージ(小),ダメージ,単体,小,自軍師団攻撃値アップ(２０％),攻撃値,アップ,２０％,,,,,,,,,,,,,
魔獣戦姫ネア,闇,2,魔獣の毛づくろい,自軍師団蘇生(小),蘇生,師団,小,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,,,,,,,,,
魔獣戦姫ネア,闇,2,ヘルズ・チェーン,敵軍師団一列にダメージ(微),ダメージ,一列,微,自軍師団に男性特攻付与,男,,1,自軍師団に女性特攻付与,女,,1,,,,,,,,,
魔獣戦姫ネア,無,2,キマイラ・ストライク,敵軍単体にダメージ(特),ダメージ,単体,特,敵軍師団防御値ダウン(２５％),防御値,ダウン,２５％,敵軍全体に毒化付与(１５％),毒化付与,全体,１５％,,,,,,,,,
魔獣戦姫ネア,闇,3,魔獣乱舞,敵軍全体にダメージ(小),ダメージ,全体,小,自軍師団に獣族特攻付与,獣,,1,自軍師団に神族特攻付与,神,,1,,,,,,,,,
フェンリル,,2,ラブ接吻,敵軍師団一列に魅了付与,魅了付与,一列,,自軍師団に女性特攻付与,女,,1,自軍師団に男性特攻付与,男,,1,,,,,,,,,
フェンリル,水,3,打ち付けるスヴァティ,敵軍師団一列にダメージ(小),ダメージ,一列,小,敵軍師団一列に魅了付与,魅了付与,一列,,自軍師団に飛行特攻付与,飛,,1,,,,,,,,,
フェンリル,,2,求愛ストリーム,敵軍全体に毒化付与(１５％),毒化付与,全体,１５％,フォース吸収(大),フォース,吸収,大,自軍師団に二段人間特攻付与,人,,2,,,,,,,,,
フェンリル,水,3,ブリザード鞭アタック,敵軍師団一列にダメージ(中),ダメージ,一列,中,城壁破壊ダメージ(中),城壁ダメージ,,中,自軍師団に二段獣族特攻付与,獣,,2,,,,,,,,,
フェンリル,水,4,スヴァティ乱舞,敵軍全体にダメージ(小),ダメージ,全体,小,自軍師団に二段夜行特攻付与,夜,,2,自軍師団に飛行特攻付与,飛,,1,,,,,,,,,
冥神エレシュキガル,闇,3,冥府叫嵐,敵軍全体にダメージ(大),ダメージ,全体,大,城壁破壊ダメージ(特),城壁ダメージ,,特,,,,,,,,,,,,,
冥神エレシュキガル,,3,ディスペア・シャドウ,敵軍師団攻撃値ダウン(５０％),攻撃値,ダウン,５０％,自軍師団に二段人間特攻付与,人,,2,自軍師団に神族特攻付与,神,,1,,,,,,,,,
冥神エレシュキガル,闇,5,魂魄流転,自軍師団蘇生(特),蘇生,師団,特,自軍師団全能力値アップ(３０％),全能力値,アップ,３０％,自軍師団に死者特攻付与,死,,1,,,,,,,,,
冥神エレシュキガル,闇,5,グラガンナの屍炎,敵軍単体にダメージ(超),ダメージ,単体,超,フォース吸収(大),フォース,吸収,大,自軍師団に二段樹霊特攻付与,樹,,2,,,,,,,,,
冥神エレシュキガル,,5,クルヌギアの牢獄,敵軍師団全能力値ダウン(３５％),全能力値,ダウン,３５％,自軍師団に男性特攻付与,男,,1,自軍師団に女性特攻付与,女,,1,,,,,,,,,
キャルミラ,無,2,血の輪舞曲,敵軍師団一列にダメージ(小),ダメージ,一列,小,自軍師団攻撃値アップ(２０％),攻撃値,アップ,２０％,自軍師団回復(微),回復,師団,微,,,,,,,,,
キャルミラ,闇,1,暗黒星の大門,フォース増加(大),フォース,増加,大,バリア効果(小),バリア,,小,,,,,,,,,,,,,
キャルミラ,闇,4,悪魔の慈悲,敵軍全体にダメージ(小),ダメージ,全体,小,敵軍師団全能力値ダウン(１５％),全能力値,ダウン,１５％,自軍師団に神族特攻付与,神,,1,,,,,,,,,
キャルミラ,無,4,超重力召破,敵軍師団一列にダメージ(大),ダメージ,一列,大,城壁破壊ダメージ(大),城壁ダメージ,,大,自軍師団に飛行特攻付与,飛,,1,,,,,,,,,
キャルミラ,闇,4,紅焔の嵐,敵軍全体にダメージ(大),ダメージ,全体,大,敵軍師団防御値ダウン(４０％),防御値,ダウン,４０％,自軍師団に二段氷霊特攻付与,氷,,2,,,,,,,,,
タマモ,無,2,えれきてる・ぷらす,自軍師団蘇生(微),蘇生,師団,微,フォース減少(微),フォース,減少,微,自軍師団に毒性特攻付与,毒,,1,,,,,,,,,
タマモ,土,3,びゅーてぃ・ぷりずん,敵軍師団一列にダメージ(中),ダメージ,一列,中,敵軍師団速度値ダウン(２０％),速度値,ダウン,２０％,自軍師団に死者特攻付与,死,,1,,,,,,,,,
タマモ,,2,ろーりん・ぷらねっと,自軍師団知力値アップ(３５％),知力値,アップ,３５％,敵軍師団知力値ダウン(３５％),知力値,ダウン,３５％,自軍師団に二段獣族特攻付与,獣,,2,,,,,,,,,
タマモ,土,4,みらくる・りべんじ,自軍師団蘇生(大),蘇生,師団,大,バリア効果(中),バリア,,中,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,,,,,
タマモ,無,4,すーぱーないんてーる,敵軍師団一列にダメージ(大),ダメージ,一列,大,自軍師団回復(超),回復,師団,超,自軍師団防御値アップ(２０％),防御値,アップ,２０％,,,,,,,,,
陽キャ・シルヴィア,,1,バイブス・テンアゲ,フォース増加(大),フォース,増加,大,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,自軍師団に二段氷霊特攻付与,氷,,2,,,,,
陽キャ・シルヴィア,火,1,メンブレ・ストリーム,敵軍師団一列にダメージ(微),ダメージ,一列,微,敵軍師団速度値ダウン(３０％),速度値,ダウン,３０％,フォース減少(小),フォース,減少,小,,,,,,,,,
陽キャ・シルヴィア,火,2,ＢＦＦ,自軍師団回復(特),回復,師団,特,自軍師団防御値アップ(３０％),防御値,アップ,３０％,自軍師団に夜行特攻付与,夜,,1,,,,,,,,,
陽キャ・シルヴィア,火,3,審判☆流星群,敵軍全体にダメージ(中),ダメージ,全体,中,自軍城壁拡張(大),城壁拡張,,大,敵軍全体の強化を解除,強化解除,全体,,戦闘終了まで強化不能,強化不能,,,,,,,
陽キャ・シルヴィア,火,5,無敵ピンクバリア,自軍師団蘇生(小),蘇生,師団,小,バリア効果(特),バリア,,特,自軍師団に死者特攻付与,死,,1,,,,,,,,,
ヘレーネ,闇,2,夢見の鐘,敵軍全体にダメージ(微),ダメージ,全体,微,敵軍全体に麻痺付与,麻痺付与,全体,,敵軍師団知力値ダウン(４５％),知力値,ダウン,４５％,,,,,,,,,
ヘレーネ,闇,1,死者の行進,自軍師団蘇生(微),蘇生,師団,微,自軍城壁拡張(小),城壁拡張,,小,,,,,,,,,,,,,
ヘレーネ,闇,2,至福の夢に眠れ,敵軍全体にダメージ(微),ダメージ,全体,微,敵軍全体に封印付与,封印付与,全体,,敵軍師団速度値ダウン(４５％),速度値,ダウン,４５％,,,,,,,,,
ヘレーネ,無,3,沈黙の王国,バリア効果(超),バリア,,超,敵軍全体の強化を解除,強化解除,全体,,戦闘終了まで強化不能,強化不能,,,敵軍師団攻撃値ダウン(４５％),攻撃値,ダウン,４５％,,,,,
ヘレーネ,闇,3,エンプティ・ワールド,敵軍全体にダメージ(小),ダメージ,全体,小,敵軍師団防御値ダウン(４５％),防御値,ダウン,４５％,フォース減少(特),フォース,減少,特,,,,,,,,,
イミル,火,3,フレイムマリオネット,バリア効果(大),バリア,,大,自軍師団攻撃値アップ(３０％),攻撃値,アップ,３０％,,,,,,,,,,,,,
イミル,無,3,コンタクトレギオン,自軍師団回復(特),回復,師団,特,自軍師団防御値アップ(４０％),防御値,アップ,４０％,,,,,,,,,,,,,
イミル,火,2,デビルズオラクル,自軍師団蘇生(微),蘇生,師団,微,自軍師団全能力値アップ(２５％),全能力値,アップ,２５％,自軍師団に二段神族特攻付与,神,,2,,,,,,,,,
イミル,無,4,ギンヌンガプ,敵軍全体にダメージ(中),ダメージ,全体,中,フォース減少(中),フォース,減少,中,敵軍全体に呪い付与,呪い付与,全体,,,,,,,,,,
イミル,火,5,紅蓮の経典,自軍師団蘇生(中),蘇生,師団,中,自軍師団に二段魔族特攻付与,魔,,2,フォース吸収(特),フォース,吸収,特,,,,,,,,,
冥界の巫女エリシャ,闇,1,冥府の風,敵軍全体にダメージ(微),ダメージ,全体,微,敵軍全体に呪い付与,呪い付与,全体,,,,,,,,,,,,,,
冥界の巫女エリシャ,闇,2,デス・グレイヴ,敵軍単体にダメージ(小),ダメージ,単体,小,フォース吸収(小),フォース,吸収,小,敵軍単体に麻痺付与,麻痺付与,単体,,,,,,,,,,
冥界の巫女エリシャ,闇,3,クルの大法典,自軍師団蘇生(大),蘇生,師団,大,自軍師団に人間特攻付与,人,,1,,,,,,,,,,,,,
冥界の巫女エリシャ,闇,3,フィーブルの氾濫,敵軍全体にダメージ(中),ダメージ,全体,中,敵軍師団攻撃値ダウン(３５％),攻撃値,ダウン,３５％,自軍師団に死者特攻付与,死,,1,,,,,,,,,
冥界の巫女エリシャ,闇,4,アルラートの厄災,敵軍全体にダメージ(大),ダメージ,全体,大,自軍師団に二段神族特攻付与,神,,2,フォース減少(中),フォース,減少,中,,,,,,,,,
ノエル,土,2,ブリタニーウォール,バリア効果(中),バリア,,中,自軍師団防御値アップ(１５％),防御値,アップ,１５％,,,,,,,,,,,,,
ノエル,土,1,ウィペットグランド,敵軍単体にダメージ(微),ダメージ,単体,微,城壁破壊ダメージ(小),城壁ダメージ,,小,,,,,,,,,,,,,
ノエル,土,3,エアデールクエイク,敵軍全体にダメージ(微),ダメージ,全体,微,バリア効果(大),バリア,,大,,,,,,,,,,,,,
ノエル,無,2,ハバニーズハウンド,自軍師団回復(微),回復,師団,微,自軍師団攻撃値アップ(２０％),攻撃値,アップ,２０％,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,,,,,
ノエル,土,4,シュナウザースパイク,バリア効果(特),バリア,,特,自軍師団防御値アップ(３５％),防御値,アップ,３５％,フォース増加(中),フォース,増加,中,,,,,,,,,
ヴァニラ,闇,2,コープス・レイヴ,自軍師団蘇生(小),蘇生,師団,小,自軍師団知力値アップ(２５％),知力値,アップ,２５％,,,,,,,,,,,,,
ヴァニラ,闇,3,リビングゴースト,バリア効果(大),バリア,,大,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,,,,,,,,,
ヴァニラ,闇,3,デッドアンドアパスル,敵軍全体にダメージ(小),ダメージ,全体,小,自軍師団回復(中),回復,師団,中,自軍師団に人間特攻付与,人,,1,,,,,,,,,
ヴァニラ,闇,4,ホーンテッドクラウド,バリア効果(特),バリア,,特,自軍城壁拡張(中),城壁拡張,,中,自軍師団防御値アップ(３５％),防御値,アップ,３５％,,,,,,,,,
ヴァニラ,闇,5,ゴスペルデッドエンド,敵軍全体にダメージ(中),ダメージ,全体,中,自軍師団蘇生(中),蘇生,師団,中,自軍師団に神族特攻付与,神,,1,,,,,,,,,
夜ヴァニラ,,1,フィアータッチ,敵軍師団一列に呪い付与,呪い付与,一列,,敵軍師団知力値ダウン(２０％),知力値,ダウン,２０％,フォース減少(中),フォース,減少,中,,,,,,,,,
夜ヴァニラ,闇,2,ソウルドレイン,自軍師団蘇生(微),蘇生,師団,微,フォース吸収(中),フォース,吸収,中,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,,,,,
夜ヴァニラ,無,3,カース・ハンドレッド,敵軍全体にダメージ(微),ダメージ,全体,微,敵軍師団防御値ダウン(３５％),防御値,ダウン,３５％,城壁破壊ダメージ(中),城壁ダメージ,,中,,,,,,,,,
夜ヴァニラ,闇,3,ダーク・ハーベスト,敵軍単体にダメージ(大),ダメージ,単体,大,自軍師団に人間特攻付与,人,,1,自軍師団に神族特攻付与,神,,1,,,,,,,,,
夜ヴァニラ,闇,3,ネクロ・カーニバル,敵軍全体にダメージ(中),ダメージ,全体,中,敵軍全体に呪い付与,呪い付与,全体,,敵軍全体に封印付与,封印付与,全体,,,,,,,,,,
フェーナ,水,1,メディカ,自軍師団回復(小),回復,師団,小,自軍師団防御値アップ(２０％),防御値,アップ,２０％,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,,,,,
フェーナ,闇,3,ヴァナヘイム,バリア効果(大),バリア,,大,フォース増加(特),フォース,増加,特,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,,,,,
フェーナ,水,2,メディクス,自軍師団蘇生(中),蘇生,師団,中,自軍師団全能力値アップ(１０％),全能力値,アップ,１０％,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,,,,,
フェーナ,闇,3,ダーク・スマッシュ,敵軍単体にダメージ(大),ダメージ,単体,大,敵軍師団攻撃値ダウン(３０％),攻撃値,ダウン,３０％,敵軍単体に麻痺付与,麻痺付与,単体,,,,,,,,,,
フェーナ,闇,5,フィールドレイヤー,バリア効果(特),バリア,,特,自軍師団防御値アップ(４０％),防御値,アップ,４０％,自軍師団回復(微),回復,師団,微,,,,,,,,,
メニア,水,1,メディカ,自軍師団回復(小),回復,師団,小,自軍師団防御値アップ(２０％),防御値,アップ,２０％,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,,,,,
メニア,闇,3,ニヴルヘイム,バリア効果(大),バリア,,大,フォース吸収(中),フォース,吸収,中,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,,,,,
メニナ,水,2,メディクス,自軍師団蘇生(中),蘇生,師団,中,自軍師団全能力値アップ(１０％),全能力値,アップ,１０％,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,,,,,
メニア,闇,3,ナイトメアスマッシュ,敵軍師団一列にダメージ(小),ダメージ,一列,小,自軍師団防御値アップ(２０％),防御値,アップ,２０％,敵軍師団一列に呪い付与,呪い付与,一列,,,,,,,,,,
メニア,闇,5,リフレクトレイヤー,バリア効果(特),バリア,,特,自軍城壁拡張(中),城壁拡張,,中,フォース減少(大),フォース,減少,大,,,,,,,,,
ヨーキ,土,2,ドロセア・ティアーズ,敵軍師団一列にダメージ(小),ダメージ,一列,小,敵軍師団速度値ダウン(１５％),速度値,ダウン,１５％,,,,,,,,,,,,,
ヨーキ,,2,サラセニア・ヴォイド,敵軍全体に麻痺付与,麻痺付与,全体,,敵軍師団防御値ダウン(３０％),防御値,ダウン,３０％,,,,,,,,,,,,,
ヨーキ,,2,ディオネア・ケイジ,敵軍全体に毒化付与(３０％),毒化付与,全体,３０％,自軍師団に人間特攻付与,人,,1,自軍師団に蟲族特攻付与,蟲,,1,,,,,,,,,
ヨーキ,無,3,イビセラ・マリス,敵軍全体にダメージ(中),ダメージ,全体,中,城壁破壊ダメージ(大),城壁ダメージ,,大,,,,,,,,,,,,,
ヨーキ,無,5,ヨーキ・エリクシル,自軍師団蘇生(特),蘇生,師団,特,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,,,,,,,,,
悪ヒミカ,水,2,鏡面結界・刃凶,敵軍師団一列にダメージ(中),ダメージ,一列,中,バリア効果(小),バリア,,小,敵軍師団一列に呪い付与,呪い付与,一列,,,,,,,,,,
悪ヒミカ,水,3,黒天縛縄,敵軍全体にダメージ(小),ダメージ,全体,小,敵軍師団速度値ダウン(３０％),速度値,ダウン,３０％,自軍師団に神族特攻付与,神,,1,,,,,,,,,
悪ヒミカ,水,3,反鏡・曼荼羅,自軍城壁拡張(大),城壁拡張,,大,敵軍師団攻撃値ダウン(３０％),攻撃値,ダウン,３０％,自軍師団防御値アップ(３０％),防御値,アップ,３０％,,,,,,,,,
悪ヒミカ,水,4,大呪法・紅蓮転生,自軍師団蘇生(大),蘇生,師団,大,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,フォース減少(大),フォース,減少,大,,,,,
悪ヒミカ,水,5,邪鏡結界・天岩戸,バリア効果(超),バリア,,超,自軍城壁拡張(特),城壁拡張,,特,,,,,,,,,,,,,
悪リグレット,水,3,トリシューラ,敵軍単体にダメージ(中),ダメージ,単体,中,自軍師団回復(中),回復,師団,中,自軍師団に海洋特攻付与,海,,1,,,,,,,,,
悪リグレット,水,3,ゴア・シンフォニー,自軍師団回復(大),回復,師団,大,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,自軍師団攻撃値アップ(３５％),攻撃値,アップ,３５％,,,,,
悪リグレット,水,3,トリアイナ,敵軍師団一列にダメージ(小),ダメージ,一列,小,フォース減少(大),フォース,減少,大,自軍師団に二段炎霊特攻付与,炎,,2,,,,,,,,,
悪リグレット,水,4,ロンゴミニアト,敵軍全体にダメージ(中),ダメージ,全体,中,自軍師団蘇生(微),蘇生,師団,微,バリア効果(中),バリア,,中,,,,,,,,,
悪リグレット,水,5,ヤーラルホーン,自軍師団蘇生(中),蘇生,師団,中,バリア効果(特),バリア,,特,自軍師団防御値アップ(３０％),防御値,アップ,３０％,,,,,,,,,
花嫁ヴァニラ,闇,2,エントラスト,自軍師団回復(大),回復,師団,大,フォース増加(中),フォース,増加,中,,,,,,,,,,,,,
花嫁ヴァニラ,闇,2,スピリットバリア,バリア効果(小),バリア,,小,自軍城壁拡張(中),城壁拡張,,中,自軍師団に死者特攻付与,死,,1,,,,,,,,,
花嫁ヴァニラ,,2,レゾリューション,敵軍師団攻撃値ダウン(２５％),攻撃値,ダウン,２５％,自軍師団知力値アップ(２５％),知力値,アップ,２５％,自軍師団に二段雷霊特攻付与,雷,,2,,,,,,,,,
花嫁ヴァニラ,闇,4,コンバージョン,自軍師団蘇生(中),蘇生,師団,中,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,フォース吸収(中),フォース,吸収,中,,,,,
花嫁ヴァニラ,,4,グロリアスロード,自軍師団攻撃値アップ(３５％),攻撃値,アップ,３５％,自軍師団防御値アップ(３５％),防御値,アップ,３５％,自軍師団に飛行特攻付与,飛,,1,,,,,,,,,
宵闇の花嫁ヴァニラ,闇,2,ゴーストキャンドル,敵軍全体にダメージ(微),ダメージ,全体,微,敵軍全体に呪い付与,呪い付与,全体,,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,,,,,
宵闇の花嫁ヴァニラ,闇,2,サムシングフォー,バリア効果(中),バリア,,中,自軍師団速度値アップ(２５％),速度値,アップ,２５％,,,,,,,,,,,,,
宵闇の花嫁ヴァニラ,闇,3,ライスシャワー,自軍師団蘇生(小),蘇生,師団,小,フォース吸収(中),フォース,吸収,中,,,,,,,,,,,,,
宵闇の花嫁ヴァニラ,闇,3,ゴーストチャペル,敵軍全体にダメージ(中),ダメージ,全体,中,敵軍師団防御値ダウン(４５％),防御値,ダウン,４５％,自軍師団に二段人間特攻付与,人,,2,,,,,,,,,
宵闇の花嫁ヴァニラ,闇,4,ナイトウェディング,敵軍全体にダメージ(大),ダメージ,全体,大,自軍師団に二段神族特攻付与,神,,2,,,,,,,,,,,,,
聖盾のティア,光,2,クレセント・スパイク,敵軍師団一列にダメージ(中),ダメージ,一列,中,自軍師団攻撃値アップ(１５％),攻撃値,アップ,１５％,,,,,,,,,,,,,
聖盾のティア,光,3,竜騎誓約,自軍師団蘇生(中),蘇生,師団,中,自軍師団全能力値アップ(１５％),全能力値,アップ,１５％,自軍師団に竜族特攻付与,竜,,1,,,,,,,,,
聖盾のティア,光,3,グロリアス・シェル,バリア効果(中),バリア,,中,自軍師団防御値アップ(４０％),防御値,アップ,４０％,,,,,,,,,,,,,
聖盾のティア,光,4,グロリアス・フォース,敵軍全体にダメージ(大),ダメージ,全体,大,自軍師団に魔族特攻付与,魔,,1,自軍師団に神族特攻付与,神,,1,,,,,,,,,
聖盾のティア,光,5,天命月盾,バリア効果(特),バリア,,特,自軍師団蘇生(大),蘇生,師団,大,自軍師団の状態異常を回復,状態異常回復,,,自軍師団に１ターン絶対治療付与,絶対治療付与,,,,,,,
少女ヨルム,土,2,ぶっとべー！,敵軍単体にダメージ(大),ダメージ,単体,大,城壁破壊ダメージ(小),城壁ダメージ,,小,,,,,,,,,,,,,
少女ヨルム,土,1,けずれろー！,敵軍単体にダメージ(中),ダメージ,単体,中,フォース減少(大),フォース,減少,大,自軍師団に毒性特攻付与,毒,,1,,,,,,,,,
少女ヨルム,土,3,はいだらー！,敵軍単体にダメージ(特),ダメージ,単体,特,敵軍師団防御値ダウン(４５％),防御値,ダウン,４５％,自軍師団に器兵特攻付与,器,,1,,,,,,,,,
少女ヨルム,,2,びぶれすとー！,敵軍全体に毒化付与(２５％),毒化付与,全体,２５％,敵軍師団全能力値ダウン(２５％),全能力値,ダウン,２５％,自軍師団に人間特攻付与,人,,1,,,,,,,,,
少女ヨルム,,3,すーぱーびぶれすと！,敵軍全体に呪い付与,呪い付与,全体,,敵軍師団全能力値ダウン(３５％),全能力値,ダウン,３５％,自軍師団に二段超越特攻付与,超,,2,,,,,,,,,
テリア,光,2,ゲオルギウスハーフ,敵軍全体にダメージ(微),ダメージ,全体,微,自軍師団防御値アップ(１５％),防御値,アップ,１５％,自軍師団知力値アップ(１５％),知力値,アップ,１５％,,,,,,,,,
テリア,,1,アスカロンダガー,フォース増加(中),フォース,増加,中,自軍師団に魔族特攻付与,魔,,1,,,,,,,,,,,,,
テリア,無,4,ディバイングレース,自軍師団蘇生(大),蘇生,師団,大,バリア効果(中),バリア,,中,,,,,,,,,,,,,
テリア,光,3,ゴッドブレス・ミニ,敵軍全体にダメージ(小),ダメージ,全体,小,自軍師団に死者特攻付与,死,,1,フォース減少(中),フォース,減少,中,,,,,,,,,
テリア,光,4,ライジングフォトン,敵軍全体にダメージ(中),ダメージ,全体,中,自軍師団回復(超),回復,師団,超,,,,,,,,,,,,,
ドラゴンにゃんこリーゼ,,2,ヘルシャフト・コール,敵軍師団攻撃値ダウン(２０％),攻撃値,ダウン,２０％,フォース減少(小),フォース,減少,小,,,,,,,,,,,,,
ドラゴンにゃんこリーゼ,土,2,キトゥン・チャーム,敵軍師団一列にダメージ(小),ダメージ,一列,小,敵軍師団一列に魅了付与,魅了付与,一列,,自軍師団に人間特攻付与,人,,1,,,,,,,,,
ドラゴンにゃんこリーゼ,,3,ビースト・ホーミー,自軍師団攻撃値アップ(３５％),攻撃値,アップ,３５％,自軍師団速度値アップ(３５％),速度値,アップ,３５％,敵軍師団知力値ダウン(３５％),知力値,ダウン,３５％,,,,,,,,,
ドラゴンにゃんこリーゼ,無,3,カッツェ・マルダ,敵軍全体にダメージ(中),ダメージ,全体,中,自軍師団に二段器兵特攻付与,器,,2,,,,,,,,,,,,,
